catalog_entry_no,major_category_text,industry_category_text,gb_code_fragments,target_management,raw_condition,applies_status,predicate_count,normalized_predicates_json,confirmation_questions_json,audit_flags,normalization_confidence,runtime_status,source_page
32,十四、皮革、毛皮、羽毛及其制品和制鞋业19,制鞋业195,195,SIMPLIFIED,除重点管理以外的年使用10 吨及以 上溶剂型胶粘剂或者3 吨及以上溶剂 型处理剂的,APPLIES_IF_CONDITION_MET,4,"[{""predicate_type"": ""threshold"", ""metric"": ""annual_material_use"", ""operator"": ""gte"", ""value"": 10, ""unit"": ""ton_per_year"", ""inclusive"": true, ""target_management"": ""SIMPLIFIED"", ""raw_fragment"": ""除重点管理以外的年使用10吨及以上"", ""metric_source_keyword"": ""年使用"", ""metric_inference"": ""DIRECT_PREFIX"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""threshold"", ""metric"": ""annual_material_use"", ""operator"": ""gte"", ""value"": 3, ""unit"": ""ton_per_year"", ""inclusive"": true, ""target_management"": ""SIMPLIFIED"", ""raw_fragment"": ""溶剂型胶粘剂或者3吨及以上"", ""metric_source_keyword"": ""年使用"", ""metric_inference"": ""INHERITED_FROM_LEFT_CONTEXT"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""10"", ""token_class"": ""threshold_or_capacity_number"", ""operator"": ""covered_by_threshold_predicate"", ""target_management"": ""SIMPLIFIED"", ""confidence"": ""HIGH"", ""raw_fragment"": ""管理以外的年使用10吨及以上溶剂型胶""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""3"", ""token_class"": ""threshold_or_capacity_number"", ""operator"": ""covered_by_threshold_predicate"", ""target_management"": ""SIMPLIFIED"", ""confidence"": ""HIGH"", ""raw_fragment"": ""溶剂型胶粘剂或者3吨及以上溶剂型处""}]","[""请确认 annual_material_use 对应的实际规模/用量/产能，并提供证据。""]",,HIGH,DRAFT_NOT_FOR_RUNTIME,7
32,十四、皮革、毛皮、羽毛及其制品和制鞋业19,制鞋业195,195,REGISTRATION,其他﹡,ELSE_CONDITION,2,"[{""predicate_type"": ""process_or_flag"", ""flag"": ""else_condition"", ""operator"": ""present"", ""target_management"": ""REGISTRATION"", ""raw_fragment"": ""其他"", ""confidence"": ""HIGH""}, {""predicate_type"": ""process_or_flag"", ""flag"": ""industrial_building_footnote"", ""operator"": ""present"", ""target_management"": ""REGISTRATION"", ""raw_fragment"": ""﹡"", ""confidence"": ""MEDIUM""}]","[""是否不满足同一名录条目的重点管理和简化管理条件，从而落入其他/兜底条件？"", ""是否属于注1所限定的工业建筑中生产的排污单位？""]",else_condition_requires_peer_condition_exclusion;asterisk_footnote_requires_industrial_building_condition,MEDIUM,DRAFT_NOT_FOR_RUNTIME,7
33,十五、木材加工和木、竹、藤、棕、草制品业20,人造板制造202,202,KEY,纳入重点排污单位名录的,APPLIES_IF_CONDITION_MET,1,"[{""predicate_type"": ""process_or_flag"", ""flag"": ""dynamic_key_pollutant_unit_list"", ""operator"": ""present"", ""target_management"": ""KEY"", ""raw_fragment"": ""纳入重点排污单位名录"", ""confidence"": ""MEDIUM""}]","[""是否被纳入重点排污单位名录？""]",requires_external_key_pollutant_unit_list,MEDIUM,DRAFT_NOT_FOR_RUNTIME,8
33,十五、木材加工和木、竹、藤、棕、草制品业20,人造板制造202,202,SIMPLIFIED,除重点管理以外的胶合板制造2021 （年产10 万立方米及以上的）、纤 维板制造2022、刨花板制造2023、 其他人造板制造2029（年产10 万立 方米及以上的）,ELSE_CONDITION,9,"[{""predicate_type"": ""process_or_flag"", ""flag"": ""else_condition"", ""operator"": ""present"", ""target_management"": ""SIMPLIFIED"", ""raw_fragment"": ""其他"", ""confidence"": ""HIGH""}, {""predicate_type"": ""threshold"", ""metric"": ""annual_output"", ""operator"": ""gte"", ""value"": 100000, ""unit"": ""cubic_meter_per_year"", ""inclusive"": true, ""target_management"": ""SIMPLIFIED"", ""raw_fragment"": ""除重点管理以外的胶合板制造2021（年产10万立方米及以上"", ""metric_source_keyword"": ""年产"", ""metric_inference"": ""DIRECT_PREFIX"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""threshold"", ""metric"": ""annual_output"", ""operator"": ""gte"", ""value"": 100000, ""unit"": ""cubic_meter_per_year"", ""inclusive"": true, ""target_management"": ""SIMPLIFIED"", ""raw_fragment"": ""其他人造板制造2029（年产10万立方米及以上"", ""metric_source_keyword"": ""年产"", ""metric_inference"": ""DIRECT_PREFIX"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""2021"", ""token_class"": ""threshold_or_capacity_number"", ""operator"": ""covered_by_threshold_predicate"", ""target_management"": ""SIMPLIFIED"", ""confidence"": ""HIGH"", ""raw_fragment"": ""以外的胶合板制造2021（年产10万立方""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""10"", ""token_class"": ""threshold_or_capacity_number"", ""operator"": ""covered_by_threshold_predicate"", ""target_management"": ""SIMPLIFIED"", ""confidence"": ""HIGH"", ""raw_fragment"": ""造2021（年产10万立方米及以上的""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""2022"", ""token_class"": ""industry_code_reference_candidate"", ""operator"": ""review_industry_code_scope"", ""target_management"": ""SIMPLIFIED"", ""confidence"": ""LOW"", ""raw_fragment"": ""的）、纤维板制造2022、刨花板制造20""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""2023"", ""token_class"": ""industry_code_reference_candidate"", ""operator"": ""review_industry_code_scope"", ""target_management"": ""SIMPLIFIED"", ""confidence"": ""LOW"", ""raw_fragment"": ""22、刨花板制造2023、其他人造板制造""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""2029"", ""token_class"": ""threshold_or_capacity_number"", ""operator"": ""covered_by_threshold_predicate"", ""target_management"": ""SIMPLIFIED"", ""confidence"": ""HIGH"", ""raw_fragment"": ""、其他人造板制造2029（年产10万立方""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""10"", ""token_class"": ""threshold_or_capacity_number"", ""operator"": ""covered_by_threshold_predicate"", ""target_management"": ""SIMPLIFIED"", ""confidence"": ""HIGH"", ""raw_fragment"": ""造2029（年产10万立方米及以上的""}]","[""是否不满足同一名录条目的重点管理和简化管理条件，从而落入其他/兜底条件？"", ""请确认 annual_output 对应的实际规模/用量/产能，并提供证据。""]",else_condition_requires_peer_condition_exclusion;condition_contains_industry_code_candidate_review_needed,LOW,DRAFT_NOT_FOR_RUNTIME,8
33,十五、木材加工和木、竹、藤、棕、草制品业20,人造板制造202,202,REGISTRATION,其他﹡,ELSE_CONDITION,2,"[{""predicate_type"": ""process_or_flag"", ""flag"": ""else_condition"", ""operator"": ""present"", ""target_management"": ""REGISTRATION"", ""raw_fragment"": ""其他"", ""confidence"": ""HIGH""}, {""predicate_type"": ""process_or_flag"", ""flag"": ""industrial_building_footnote"", ""operator"": ""present"", ""target_management"": ""REGISTRATION"", ""raw_fragment"": ""﹡"", ""confidence"": ""MEDIUM""}]","[""是否不满足同一名录条目的重点管理和简化管理条件，从而落入其他/兜底条件？"", ""是否属于注1所限定的工业建筑中生产的排污单位？""]",else_condition_requires_peer_condition_exclusion;asterisk_footnote_requires_industrial_building_condition,MEDIUM,DRAFT_NOT_FOR_RUNTIME,8
34,十五、木材加工和木、竹、藤、棕、草制品业20,"木材加工201，木质制品制造203，竹、
藤、棕、草等制品制造204",201;203;204,KEY,涉及通用工序重点管理的,APPLIES_IF_CONDITION_MET,2,"[{""predicate_type"": ""process_or_flag"", ""flag"": ""general_process_key_management"", ""operator"": ""present"", ""target_management"": ""KEY"", ""raw_fragment"": ""涉及通用工序重点管理"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""process_or_flag"", ""flag"": ""references_general_process_109_112"", ""operator"": ""present"", ""target_management"": ""KEY"", ""raw_fragment"": ""涉及通用工序"", ""confidence"": ""HIGH""}]","[""是否涉及名录第109-112类通用工序，且对应通用工序管理类别是什么？""]",requires_general_process_cross_reference_109_112,MEDIUM,DRAFT_NOT_FOR_RUNTIME,8
34,十五、木材加工和木、竹、藤、棕、草制品业20,"木材加工201，木质制品制造203，竹、
藤、棕、草等制品制造204",201;203;204,SIMPLIFIED,涉及通用工序简化管理的,APPLIES_IF_CONDITION_MET,2,"[{""predicate_type"": ""process_or_flag"", ""flag"": ""general_process_simplified_management"", ""operator"": ""present"", ""target_management"": ""SIMPLIFIED"", ""raw_fragment"": ""涉及通用工序简化管理"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""process_or_flag"", ""flag"": ""references_general_process_109_112"", ""operator"": ""present"", ""target_management"": ""SIMPLIFIED"", ""raw_fragment"": ""涉及通用工序"", ""confidence"": ""HIGH""}]","[""是否涉及名录第109-112类通用工序，且对应通用工序管理类别是什么？""]",requires_general_process_cross_reference_109_112,MEDIUM,DRAFT_NOT_FOR_RUNTIME,8
34,十五、木材加工和木、竹、藤、棕、草制品业20,"木材加工201，木质制品制造203，竹、
藤、棕、草等制品制造204",201;203;204,REGISTRATION,其他﹡,ELSE_CONDITION,2,"[{""predicate_type"": ""process_or_flag"", ""flag"": ""else_condition"", ""operator"": ""present"", ""target_management"": ""REGISTRATION"", ""raw_fragment"": ""其他"", ""confidence"": ""HIGH""}, {""predicate_type"": ""process_or_flag"", ""flag"": ""industrial_building_footnote"", ""operator"": ""present"", ""target_management"": ""REGISTRATION"", ""raw_fragment"": ""﹡"", ""confidence"": ""MEDIUM""}]","[""是否不满足同一名录条目的重点管理和简化管理条件，从而落入其他/兜底条件？"", ""是否属于注1所限定的工业建筑中生产的排污单位？""]",else_condition_requires_peer_condition_exclusion;asterisk_footnote_requires_industrial_building_condition,MEDIUM,DRAFT_NOT_FOR_RUNTIME,8
35,十六、家具制造业21,"木质家具制造211，竹、藤家具制造
212，金属家具制造213，塑料家具制
造214，其他家具制造219",211;212;213;214;219,KEY,纳入重点排污单位名录的,APPLIES_IF_CONDITION_MET,1,"[{""predicate_type"": ""process_or_flag"", ""flag"": ""dynamic_key_pollutant_unit_list"", ""operator"": ""present"", ""target_management"": ""KEY"", ""raw_fragment"": ""纳入重点排污单位名录"", ""confidence"": ""MEDIUM""}]","[""是否被纳入重点排污单位名录？""]",requires_external_key_pollutant_unit_list,MEDIUM,DRAFT_NOT_FOR_RUNTIME,8
35,十六、家具制造业21,"木质家具制造211，竹、藤家具制造
212，金属家具制造213，塑料家具制
造214，其他家具制造219",211;212;213;214;219,SIMPLIFIED,除重点管理以外的年使用10 吨及以 上溶剂型涂料或者胶粘剂（含稀释 剂、固化剂）的、年使用20 吨及以 上水性涂料或者胶粘剂的、有磷化表 面处理工艺的,APPLIES_IF_CONDITION_MET,4,"[{""predicate_type"": ""threshold"", ""metric"": ""annual_material_use"", ""operator"": ""gte"", ""value"": 10, ""unit"": ""ton_per_year"", ""inclusive"": true, ""target_management"": ""SIMPLIFIED"", ""raw_fragment"": ""除重点管理以外的年使用10吨及以上"", ""metric_source_keyword"": ""年使用"", ""metric_inference"": ""DIRECT_PREFIX"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""threshold"", ""metric"": ""annual_material_use"", ""operator"": ""gte"", ""value"": 20, ""unit"": ""ton_per_year"", ""inclusive"": true, ""target_management"": ""SIMPLIFIED"", ""raw_fragment"": ""年使用20吨及以上"", ""metric_source_keyword"": ""年使用"", ""metric_inference"": ""DIRECT_PREFIX"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""10"", ""token_class"": ""threshold_or_capacity_number"", ""operator"": ""covered_by_threshold_predicate"", ""target_management"": ""SIMPLIFIED"", ""confidence"": ""HIGH"", ""raw_fragment"": ""管理以外的年使用10吨及以上溶剂型涂""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""20"", ""token_class"": ""threshold_or_capacity_number"", ""operator"": ""covered_by_threshold_predicate"", ""target_management"": ""SIMPLIFIED"", ""confidence"": ""HIGH"", ""raw_fragment"": ""化剂）的、年使用20吨及以上水性涂料""}]","[""请确认 annual_material_use 对应的实际规模/用量/产能，并提供证据。""]",,HIGH,DRAFT_NOT_FOR_RUNTIME,8
35,十六、家具制造业21,"木质家具制造211，竹、藤家具制造
212，金属家具制造213，塑料家具制
造214，其他家具制造219",211;212;213;214;219,REGISTRATION,其他﹡,ELSE_CONDITION,2,"[{""predicate_type"": ""process_or_flag"", ""flag"": ""else_condition"", ""operator"": ""present"", ""target_management"": ""REGISTRATION"", ""raw_fragment"": ""其他"", ""confidence"": ""HIGH""}, {""predicate_type"": ""process_or_flag"", ""flag"": ""industrial_building_footnote"", ""operator"": ""present"", ""target_management"": ""REGISTRATION"", ""raw_fragment"": ""﹡"", ""confidence"": ""MEDIUM""}]","[""是否不满足同一名录条目的重点管理和简化管理条件，从而落入其他/兜底条件？"", ""是否属于注1所限定的工业建筑中生产的排污单位？""]",else_condition_requires_peer_condition_exclusion;asterisk_footnote_requires_industrial_building_condition,MEDIUM,DRAFT_NOT_FOR_RUNTIME,8
36,十七、造纸和纸制品业22,纸浆制造221,221,KEY,全部,APPLIES_IF_CONDITION_MET,0,[],[],need_human_normalization,MEDIUM,DRAFT_NOT_FOR_RUNTIME,8
36,十七、造纸和纸制品业22,纸浆制造221,221,SIMPLIFIED,/,NOT_APPLICABLE_IN_CATALOG,0,[],[],catalog_cell_slash_not_applicable,HIGH,DRAFT_NOT_FOR_RUNTIME,8
36,十七、造纸和纸制品业22,纸浆制造221,221,REGISTRATION,/,NOT_APPLICABLE_IN_CATALOG,0,[],[],catalog_cell_slash_not_applicable,HIGH,DRAFT_NOT_FOR_RUNTIME,8
37,十七、造纸和纸制品业22,造纸222,222,KEY,机制纸及纸板制造2221、手工纸制造 2222,APPLIES_IF_CONDITION_MET,2,"[{""predicate_type"": ""numeric_condition_token"", ""token"": ""2221"", ""token_class"": ""industry_code_reference_candidate"", ""operator"": ""review_industry_code_scope"", ""target_management"": ""KEY"", ""confidence"": ""LOW"", ""raw_fragment"": ""机制纸及纸板制造2221、手工纸制造22""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""2222"", ""token_class"": ""industry_code_reference_candidate"", ""operator"": ""review_industry_code_scope"", ""target_management"": ""KEY"", ""confidence"": ""LOW"", ""raw_fragment"": ""21、手工纸制造2222""}]",[],condition_contains_industry_code_candidate_review_needed,LOW,DRAFT_NOT_FOR_RUNTIME,8
37,十七、造纸和纸制品业22,造纸222,222,SIMPLIFIED,有工业废水和废气排放的加工纸制 造2223,APPLIES_IF_CONDITION_MET,3,"[{""predicate_type"": ""process_or_flag"", ""flag"": ""industrial_wastewater_condition"", ""operator"": ""present"", ""target_management"": ""SIMPLIFIED"", ""raw_fragment"": ""工业废水"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""process_or_flag"", ""flag"": ""exhaust_condition"", ""operator"": ""present"", ""target_management"": ""SIMPLIFIED"", ""raw_fragment"": ""废气"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""2223"", ""token_class"": ""industry_code_reference_candidate"", ""operator"": ""review_industry_code_scope"", ""target_management"": ""SIMPLIFIED"", ""confidence"": ""LOW"", ""raw_fragment"": ""排放的加工纸制造2223""}]","[""是否实际存在工业废水或废气排放？""]",condition_contains_industry_code_candidate_review_needed,LOW,DRAFT_NOT_FOR_RUNTIME,8
37,十七、造纸和纸制品业22,造纸222,222,REGISTRATION,除简化管理外的加工纸制造2223﹡,APPLIES_IF_CONDITION_MET,2,"[{""predicate_type"": ""process_or_flag"", ""flag"": ""industrial_building_footnote"", ""operator"": ""present"", ""target_management"": ""REGISTRATION"", ""raw_fragment"": ""﹡"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""2223"", ""token_class"": ""industry_code_reference_candidate"", ""operator"": ""review_industry_code_scope"", ""target_management"": ""REGISTRATION"", ""confidence"": ""LOW"", ""raw_fragment"": ""理外的加工纸制造2223﹡""}]","[""是否属于注1所限定的工业建筑中生产的排污单位？""]",asterisk_footnote_requires_industrial_building_condition;condition_contains_industry_code_candidate_review_needed,LOW,DRAFT_NOT_FOR_RUNTIME,8
38,十七、造纸和纸制品业22,纸制品制造223,223,KEY,/,NOT_APPLICABLE_IN_CATALOG,0,[],[],catalog_cell_slash_not_applicable,HIGH,DRAFT_NOT_FOR_RUNTIME,8
38,十七、造纸和纸制品业22,纸制品制造223,223,SIMPLIFIED,有工业废水或者废气排放的,APPLIES_IF_CONDITION_MET,2,"[{""predicate_type"": ""process_or_flag"", ""flag"": ""industrial_wastewater_condition"", ""operator"": ""present"", ""target_management"": ""SIMPLIFIED"", ""raw_fragment"": ""工业废水"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""process_or_flag"", ""flag"": ""exhaust_condition"", ""operator"": ""present"", ""target_management"": ""SIMPLIFIED"", ""raw_fragment"": ""废气"", ""confidence"": ""MEDIUM""}]","[""是否实际存在工业废水或废气排放？""]",,HIGH,DRAFT_NOT_FOR_RUNTIME,8
